Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
2014-03-11,11,Mar,2014,49.0,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,87,60,147,Less than 100
2013-10-23,23,October,2013,53.0,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1008,1266,2274,More or equal to 100
2015-12-05,5,Dec,2015,61.0,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5,70,48,118,Less than 100
2012-03-12,12,Mar,2012,60.0,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120,769,1426,2195,More or equal to 100
2015-11-14,14,Nov,2015,33.0,Young Adults (25-34),F,Australia,Victoria,Accessories,Fenders,-----,29,8,22,272,232,504,More or equal to 100
2014-01-24,24,January,2014,41.0,Adults (35-64),M,USA,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,620,2171,2791,More or equal to 100
2012-01-18,18,January,2012,29.0,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,1100,2166,3266,More or equal to 100
2016-06-17,17,June,2016,27.0,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,-----,8,2,5,23,16,39,Less than 100
2012-03-21,21,Mar,2012,1.0,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,750,3110,3860,More or equal to 100
2014-02-16,16,Feb,2014,38.0,Adults (35-64),M,United States,Ohio,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,513,390,903,More or equal to 100
2012-05-06,6,May,2012,49.0,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,252,688,940,More or equal to 100
2016-06-17,17,June,2016,58.0,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,997,1252,2249,More or equal to 100
2013-09-10,10,September,2013,28.0,Young Adults (25-34),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,2,7,9,3,14,17,Less than 100
2016-07-25,25,July,2016,31.0,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,32,34,66,Less than 100
2014-03-21,21,Mar,2014,47.0,Adults (35-64),M,USA,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,87,60,147,Less than 100
2014-02-28,28,Feb,2014,34.0,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,LL Road Tire,13,8,21,112,104,216,More or equal to 100
2016-03-30,30,Mar,2016,40.0,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,408,390,798,More or equal to 100
2016-02-16,16,Feb,2016,46.0,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,81,56,137,Less than 100
2016-01-18,18,January,2016,37.0,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,13,126,139,Less than 100
2016-07-08,8,July,2016,49.0,Adults (35-64),M,France,Hauts de Seine,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,72,54,126,Less than 100
2016-05-25,25,May,2016,52.0,Adults (35-64),F,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, L",3,9,24,29,27,56,Less than 100
2012-03-24,24,Mar,2012,24.0,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,750,3110,3860,More or equal to 100
2016-05-23,23,May,2016,39.0,Adults (35-64),F,Germany,Hamburg,Accessories,Tires and Tubes,Road Tire Tube,18,1,4,49,18,67,Less than 100
2016-01-19,19,January,2016,22.0,Youth (<25),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,419,312,731,More or equal to 100
2012-01-15,15,January,2012,35.0,Adults (35-64),F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1922,2532,4454,More or equal to 100
2013-10-18,18,October,2013,38.0,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,71,48,119,Less than 100
2016-05-18,18,May,2016,49.0,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,16,22,38,Less than 100
2015-09-05,5,September,2015,50.0,Adults (35-64),M,Germany,Hessen,Clothing,Caps,AWC Logo Cap,3,7,9,4,21,25,Less than 100
2014-03-03,3,Mar,2014,50.0,Adults (35-64),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,448,1555,2003,More or equal to 100
2016-04-26,26,April,2016,40.0,Adults (35-64),M,USA,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,13,23,36,Less than 100
2014-01-24,24,January,2014,43.0,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Hydration Packs,Hydration Pack - 70 oz.,18,21,55,483,378,861,More or equal to 100
2014-07-04,4,July,2014,40.0,Adults (35-64),F,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,20,8,22,223,160,383,More or equal to 100
2013-12-15,15,Dec,2013,24.0,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,71,60,131,Less than 100
2014-06-26,26,June,2014,25.0,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,288,182,470,More or equal to 100
2014-07-09,9,July,2014,25.0,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,78,51,129,Less than 100
2015-09-18,18,September,2015,27.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,14,14,28,Less than 100
2016-01-20,20,January,2016,,,M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713,More or equal to 100
2014-01-16,16,January,2014,20.0,Youth (<25),F,USA,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,14,13,27,Less than 100
2013-08-28,28,August,2013,35.0,Adults (35-64),F,UK,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",22,38,50,220,836,1056,More or equal to 100
2016-02-28,28,Feb,2016,41.0,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,42,44,86,Less than 100
2013-08-18,18,August,2013,33.0,Young Adults (25-34),M,UK,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,7,8,15,Less than 100
2016-03-06,6,Mar,2016,51.0,Adults (35-64),F,USA,California,Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,73,50,123,Less than 100
2014-04-22,22,April,2014,47.0,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,17,19,36,Less than 100
2015-10-18,18,October,2015,22.0,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,14,3,9,58,42,100,Less than 100
2014-01-03,3,January,2014,69.0,Seniors (64+),M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,2,3,8,10,6,16,Less than 100
2013-11-27,27,Nov,2013,64.0,Adults (35-64),M,United States,California,Clothing,Socks,"Racing Socks, L",14,3,9,81,42,123,Less than 100
2015-10-03,3,October,2015,37.0,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,63,54,117,Less than 100
2013-12-03,3,Dec,2013,1.0,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,64,22,86,Less than 100
2015-12-04,4,Dec,2015,28.0,Young Adults (25-34),M,UK,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,951,1252,2203,More or equal to 100
2012-09-06,6,September,2012,31.0,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,-----,2,344,540,349,688,1037,More or equal to 100
2015-04-23,23,April,2015,28.0,Young Adults (25-34),M,France,Loir et Cher,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,273,688,961,More or equal to 100
2014-07-20,20,July,2014,19.0,Youth (<25),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,257,195,452,More or equal to 100
2013-10-03,3,October,2013,18.0,Youth (<25),M,USA,California,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,79,27,106,Less than 100
2014-06-19,19,June,2014,38.0,Adults (35-64),M,USA,California,Clothing,Socks,"Racing Socks, L",25,3,9,146,75,221,More or equal to 100
2016-07-07,7,July,2016,43.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,31,2,5,91,62,153,Less than 100
2014-03-19,19,Mar,2014,58.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,HL Road Tire,24,12,33,488,288,776,More or equal to 100
2014-06-05,5,June,2014,32.0,Young Adults (25-34),M,USA,Washington,Clothing,Socks,"Racing Socks, L",18,3,9,72,54,126,Less than 100
2014-02-19,19,Feb,2014,36.0,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383,More or equal to 100
2014-06-20,20,June,2014,31.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,314,234,548,More or equal to 100
2016-06-27,27,June,2016,20.0,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20,Less than 100
2016-04-15,15,April,2016,1.0,Youth (<25),M,USA,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,39,34,73,Less than 100
2013-08-07,7,August,2013,27.0,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Fenders,Fender Set - Mountain,28,8,22,349,224,573,More or equal to 100
2015-10-04,4,October,2015,18.0,Youth (<25),F,Australia,Queensland,Clothing,Gloves,"Half-Finger Gloves, M",17,9,24,190,153,343,More or equal to 100
2014-05-16,16,May,2014,38.0,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,23,24,47,Less than 100
2013-07-29,29,July,2013,42.0,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,-----,17,4,10,71,68,139,Less than 100
2014-05-26,26,May,2014,55.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,58,40,98,Less than 100
2016-04-12,12,April,2016,42.0,Adults (35-64),M,France,Nord,Bikes,Touring Bikes,-----,1,1482,2384,592,1482,2074,More or equal to 100
2016-05-26,26,May,2016,31.0,Young Adults (25-34),F,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",27,42,54,62,1134,1196,Less than 100
2016-01-24,24,January,2016,32.0,Young Adults (25-34),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, L",1,9,24,15,9,24,Less than 100
2016-07-19,19,July,2016,21.0,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6,Less than 100
2015-10-20,20,October,2015,29.0,Young Adults (25-34),F,USA,Washington,Accessories,Tires and Tubes,-----,26,2,5,49,52,101,Less than 100
2014-07-17,17,July,2014,28.0,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,278,247,525,More or equal to 100
2013-10-10,10,October,2013,53.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,13,14,27,Less than 100
2014-05-12,12,May,2014,1.0,Youth (<25),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,533,325,858,More or equal to 100
2015-08-29,29,August,2015,27.0,Young Adults (25-34),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,39,26,65,Less than 100
2014-01-04,4,January,2014,36.0,Adults (35-64),F,France,Garonne (Haute),Clothing,Vests,"Classic Vest, L",11,24,64,398,264,662,More or equal to 100
2014-06-11,11,June,2014,39.0,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,18,24,42,Less than 100
2016-06-14,14,June,2016,61.0,Adults (35-64),F,United States,California,Accessories,Hydration Packs,-----,24,21,55,790,504,1294,More or equal to 100
2014-05-16,16,May,2014,20.0,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,44,30,74,Less than 100
2013-11-29,29,Nov,2013,33.0,Young Adults (25-34),M,France,Val de Marne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",25,38,50,38,950,988,Less than 100
2015-09-18,18,September,2015,53.0,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,24,16,40,Less than 100
2016-03-16,16,Mar,2016,36.0,Adults (35-64),M,USA,Washington,Clothing,Gloves,"Half-Finger Gloves, S",19,9,24,185,171,356,More or equal to 100
2016-05-24,24,May,2016,31.0,Young Adults (25-34),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,13,7,9,25,91,116,Less than 100
2015-08-14,14,August,2015,39.0,Adults (35-64),M,UK,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,25,18,43,Less than 100
2014-03-30,30,Mar,2014,22.0,Youth (<25),M,UK,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,24,26,50,Less than 100
2014-01-21,21,January,2014,33.0,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",8,42,54,87,336,423,Less than 100
2016-03-04,4,Mar,2016,35.0,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,606,1519,2125,More or equal to 100
2013-08-22,22,August,2013,34.0,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15,Less than 100
2015-09-18,18,September,2015,27.0,Young Adults (25-34),M,Australia,Queensland,Clothing,Gloves,"Half-Finger Gloves, L",15,9,24,167,135,302,More or equal to 100
2016-05-18,18,May,2016,1.0,Youth (<25),M,UK,England,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,350,221,571,More or equal to 100
2015-08-14,14,August,2015,24.0,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Road Tire,18,9,25,279,162,441,More or equal to 100
2013-09-27,27,September,2013,1.0,Youth (<25),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,195,117,312,More or equal to 100
2016-07-05,5,July,2016,54.0,Adults (35-64),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,21,8,22,289,168,457,More or equal to 100
2016-04-03,3,April,2016,26.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,6,3,9,Less than 100
2016-04-01,1,April,2016,31.0,Young Adults (25-34),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,16,7,9,31,112,143,Less than 100
2014-05-08,8,May,2014,1.0,Youth (<25),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,425,377,802,More or equal to 100
2015-11-16,16,Nov,2015,31.0,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bottles and Cages,-----,2,3,9,9,6,15,Less than 100
2014-04-30,30,April,2014,54.0,Adults (35-64),F,United States,Washington,Accessories,Fenders,Fender Set - Mountain,15,8,22,137,120,257,More or equal to 100
2015-08-26,26,August,2015,63.0,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,27,4,10,127,108,235,More or equal to 100
2016-07-23,23,July,2016,26.0,Young Adults (25-34),F,UK,England,Clothing,Caps,AWC Logo Cap,6,7,9,10,42,52,Less than 100
2016-04-02,2,April,2016,53.0,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,42,32,74,Less than 100
2013-12-23,23,Dec,2013,40.0,Adults (35-64),F,USA,California,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,246,308,554,More or equal to 100
2016-05-19,19,May,2016,1.0,Youth (<25),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",7,38,50,77,266,343,Less than 100
2013-09-23,23,September,2013,56.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,24,25,49,Less than 100
2013-04-22,22,April,2013,29.0,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,126,344,470,More or equal to 100
2016-04-14,14,April,2016,43.0,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,103,65,168,More or equal to 100
2014-06-22,22,June,2014,31.0,Young Adults (25-34),M,USA,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",12,38,50,12,456,468,Less than 100
2015-08-01,1,August,2015,1.0,Youth (<25),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,298,182,480,More or equal to 100
2016-03-03,3,Mar,2016,24.0,Youth (<25),F,Australia,Victoria,Accessories,Tires and Tubes,LL Road Tire,7,8,21,60,56,116,Less than 100
2016-01-14,14,January,2016,38.0,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,544,1266,1810,More or equal to 100
2014-05-25,25,May,2014,39.0,Adults (35-64),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,528,351,879,More or equal to 100
2016-05-12,12,May,2016,25.0,Young Adults (25-34),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",23,38,50,230,874,1104,More or equal to 100
2014-06-07,7,June,2014,41.0,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,23,15,38,Less than 100
2013-08-24,24,August,2013,30.0,Young Adults (25-34),F,France,Val d'Oise,Accessories,Tires and Tubes,LL Road Tire,5,8,21,43,40,83,Less than 100
2016-01-19,19,January,2016,42.0,Adults (35-64),M,Canada,British Columbia,Bikes,Touring Bikes,-----,2,461,742,547,922,1469,More or equal to 100
2015-11-24,24,Nov,2015,17.0,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,31,2,5,87,62,149,Less than 100
2014-05-25,25,May,2014,34.0,Young Adults (25-34),M,USA,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,4,42,46,Less than 100
2013-11-19,19,Nov,2013,23.0,Youth (<25),F,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,10,4,14,Less than 100
2012-05-18,18,May,2012,41.0,Adults (35-64),F,France,Yveline,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,603,3110,3713,More or equal to 100
2014-01-15,15,January,2014,35.0,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,62,39,101,Less than 100
2016-02-05,5,Feb,2016,33.0,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,158,344,502,More or equal to 100
2016-01-02,2,January,2016,45.0,Adults (35-64),F,USA,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,1614,3756,5370,More or equal to 100
2016-06-10,10,June,2016,19.0,Youth (<25),M,Germany,Saarland,Accessories,Tires and Tubes,LL Road Tire,25,8,21,231,200,431,More or equal to 100
2011-09-27,27,September,2011,35.0,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",3,713,1120,1154,2139,3293,More or equal to 100
2014-05-13,13,May,2014,54.0,Adults (35-64),F,USA,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,15,16,31,Less than 100
2014-04-03,3,April,2014,36.0,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,9,9,25,97,81,178,Less than 100
2014-04-22,22,April,2014,30.0,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,6,7,9,11,42,53,Less than 100
2014-01-01,1,January,2014,42.0,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,300,273,573,More or equal to 100
2014-02-08,8,Feb,2014,21.0,Youth (<25),M,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,17,1,4,41,17,58,Less than 100
2011-11-15,15,Nov,2011,40.0,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,-----,1,344,540,174,344,518,More or equal to 100
2015-07-04,4,July,2015,55.0,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",4,42,54,39,168,207,Less than 100
2013-11-28,28,Nov,2013,51.0,Adults (35-64),M,France,Moselle,Accessories,Tires and Tubes,LL Mountain Tire,30,9,25,390,270,660,More or equal to 100
2013-10-17,17,October,2013,22.0,Youth (<25),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,524,390,914,More or equal to 100
2014-01-25,25,January,2014,41.0,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",1,38,50,1,38,39,Less than 100
2014-06-05,5,June,2014,46.0,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,25,25,50,Less than 100
2014-06-20,20,June,2014,31.0,Young Adults (25-34),F,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, L",15,9,24,178,135,313,More or equal to 100
2015-08-16,16,August,2015,26.0,Young Adults (25-34),M,USA,California,Accessories,Tires and Tubes,HL Mountain Tire,6,13,35,128,78,206,More or equal to 100
2013-12-27,27,Dec,2013,54.0,Adults (35-64),M,Canada,British Columbia,Bikes,Touring Bikes,"Touring-1000 Blue, 54",1,1482,2384,878,1482,2360,More or equal to 100
2016-03-06,6,Mar,2016,58.0,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,80,68,148,Less than 100
2016-07-07,7,July,2016,34.0,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,6,6,12,Less than 100
2013-06-23,23,June,2013,57.0,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,295,540,175,295,470,More or equal to 100
2016-07-08,8,July,2016,55.0,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,85,52,137,Less than 100
2016-03-05,5,Mar,2016,18.0,Youth (<25),M,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",26,38,50,143,988,1131,More or equal to 100
2016-02-28,28,Feb,2016,25.0,Young Adults (25-34),M,Germany,Hamburg,Clothing,Caps,AWC Logo Cap,8,7,9,11,56,67,Less than 100
2012-07-01,1,July,2012,24.0,Youth (<25),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1489,2504,3993,More or equal to 100
2016-01-12,12,January,2016,36.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,-----,31,2,5,90,62,152,Less than 100
2014-01-16,16,January,2014,37.0,Adults (35-64),M,USA,California,Clothing,Caps,AWC Logo Cap,3,7,9,5,21,26,Less than 100
2013-11-30,30,Nov,2013,33.0,Young Adults (25-34),F,UK,England,Clothing,Caps,AWC Logo Cap,20,7,9,33,140,173,Less than 100
2015-12-01,1,Dec,2015,41.0,Adults (35-64),F,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,21,3,8,102,63,165,More or equal to 100
2016-04-17,17,April,2016,29.0,Young Adults (25-34),M,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,69,52,121,Less than 100
2014-05-12,12,May,2014,21.0,Youth (<25),F,France,Val d'Oise,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,8,13,21,Less than 100
2016-01-06,6,January,2016,40.0,Adults (35-64),F,Germany,Bayern,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,3,2,5,Less than 100
2014-01-11,11,January,2014,42.0,Adults (35-64),F,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,65,68,133,Less than 100
2016-06-23,23,June,2016,27.0,Young Adults (25-34),M,UK,England,Clothing,Caps,AWC Logo Cap,30,7,9,49,210,259,Less than 100
2013-11-24,24,Nov,2013,42.0,Adults (35-64),F,USA,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,129,117,246,More or equal to 100
2015-05-05,5,May,2015,35.0,Adults (35-64),M,France,Nord,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,397,1083,1480,More or equal to 100
2013-08-19,19,August,2013,40.0,Adults (35-64),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761,More or equal to 100
2013-12-24,24,Dec,2013,30.0,Young Adults (25-34),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,13,12,25,Less than 100
2016-05-08,8,May,2016,50.0,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,63,54,117,Less than 100
2016-06-14,14,June,2016,34.0,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,362,713,1075,More or equal to 100
2016-04-07,7,April,2016,1.0,Youth (<25),F,USA,Oregon,Accessories,Fenders,Fender Set - Mountain,19,8,22,207,152,359,More or equal to 100
2012-02-27,27,Feb,2012,39.0,Adults (35-64),M,Germany,Hessen,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2313,4342,6655,More or equal to 100
2015-07-13,13,July,2015,23.0,Youth (<25),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Black, 44",1,1898,3375,768,1898,2666,More or equal to 100
2013-12-21,21,Dec,2013,18.0,Youth (<25),M,USA,California,Accessories,Tires and Tubes,Road Tire Tube,30,1,4,88,30,118,Less than 100
2015-01-16,16,January,2015,30.0,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,-----,1,487,783,186,487,673,More or equal to 100
2016-06-05,5,June,2016,56.0,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,44,40,84,Less than 100
2015-10-21,21,October,2015,29.0,Young Adults (25-34),M,United States,Oregon,Accessories,Fenders,Fender Set - Mountain,6,8,22,66,48,114,Less than 100
2016-01-13,13,January,2016,35.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,80,54,134,Less than 100
2014-06-08,8,June,2014,34.0,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,29,30,59,Less than 100
2014-05-18,18,May,2014,29.0,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,LL Road Tire,12,8,21,151,96,247,More or equal to 100
2015-10-05,5,October,2015,28.0,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",22,42,54,98,924,1022,Less than 100
2012-12-03,3,Dec,2012,37.0,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1076,2504,3580,More or equal to 100
